customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST05592,Male,0,Yes,No,45,No,Yes,DSL,No internet service,Yes,No internet service,Yes,No,Yes,One year,Yes,Bank transfer,30.33,1364.85,No
CUST05593,Female,0,Yes,No,16,Yes,No phone service,No,No,No internet service,No internet service,No,No,No,One year,Yes,Credit card,56.5,904.0,Yes
CUST05594,Female,0,Yes,Yes,64,No,No,Fiber optic,No internet service,No internet service,Yes,No,No,No,Two year,Yes,Electronic check,74.06,4739.84,No
CUST05595,Female,1,No,Yes,37,No,Yes,DSL,No,No internet service,No,Yes,No,Yes,Month-to-month,No,Credit card,100.47,3717.39,Yes
CUST05596,Female,0,No,No,25,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,Two year,No,Mailed check,106.88,2672.0,Yes
CUST05597,Female,0,No,No,9,Yes,Yes,No,Yes,Yes,No internet service,No,No internet service,Yes,One year,No,Mailed check,71.16,640.44,Yes
CUST05598,Female,1,Yes,Yes,55,No,No,No,No,Yes,No,No internet service,No,Yes,Two year,No,Electronic check,77.34,4253.7,No
CUST05599,Female,0,No,No,28,Yes,No,DSL,No,No,No internet service,No internet service,No,No,One year,No,Electronic check,105.38,2950.64,No
CUST05600,Male,0,Yes,No,9,No,Yes,Fiber optic,Yes,No internet service,No,Yes,No,Yes,Two year,Yes,Mailed check,66.7,600.3,Yes
CUST05601,Male,0,Yes,Yes,12,No,Yes,No,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card,75.91,910.92,Yes
CUST05602,Male,0,No,Yes,18,Yes,No,No,No,No,No,Yes,No internet service,Yes,One year,No,Electronic check,21.84,393.12,No
CUST05603,Male,0,No,Yes,56,No,No,DSL,Yes,Yes,Yes,No internet service,No,No internet service,Two year,No,Credit card,115.11,6446.16,No
CUST05604,Female,0,No,Yes,58,No,Yes,No,No internet service,No,Yes,No internet service,Yes,Yes,One year,No,Electronic check,76.68,4447.44,Yes
CUST05605,Male,0,Yes,No,51,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Credit card,92.76,4730.76,Yes
CUST05606,Male,0,Yes,No,32,Yes,No phone service,No,No internet service,No,Yes,Yes,No,No,One year,Yes,Electronic check,44.79,1433.28,Yes
CUST05607,Male,1,No,No,48,No,No phone service,No,Yes,No,No internet service,No internet service,No,No,Two year,Yes,Mailed check,85.66,4111.68,Yes
CUST05608,Male,0,Yes,No,8,No,No,DSL,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,66.0,528.0,Yes
CUST05609,Female,0,No,Yes,30,No,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,31.25,937.5,Yes
CUST05610,Female,1,No,Yes,26,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Two year,Yes,Credit card,103.02,2678.52,No
CUST05611,Female,0,No,No,24,No,No,No,No internet service,Yes,No,No internet service,Yes,No,Two year,No,Bank transfer,103.93,2494.32,No
CUST05612,Male,0,No,No,27,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,26.37,711.99,Yes
CUST05613,Female,0,No,No,39,No,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,59.06,2303.34,Yes
CUST05614,Male,0,No,Yes,66,Yes,No,DSL,No,Yes,No internet service,No internet service,No,No,One year,No,Bank transfer,48.14,3177.24,No
CUST05615,Female,0,Yes,Yes,51,No,Yes,No,No internet service,Yes,Yes,Yes,No internet service,No,Two year,No,Electronic check,71.64,3653.64,Yes
CUST05616,Female,0,Yes,Yes,50,No,No phone service,DSL,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,68.88,3444.0,No
CUST05617,Female,1,No,No,45,Yes,Yes,No,No internet service,Yes,Yes,No,No internet service,No internet service,One year,No,Bank transfer,85.64,3853.8,No
CUST05618,Female,1,No,No,33,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,44.75,1476.75,No
CUST05619,Female,1,Yes,No,19,No,No phone service,No,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,42.17,801.23,Yes
CUST05620,Male,1,Yes,Yes,13,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,One year,Yes,Electronic check,92.33,1200.29,No
CUST05621,Female,0,No,No,22,No,No phone service,No,Yes,No,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer,117.62,2587.64,No
CUST05622,Male,0,No,Yes,20,No,No,No,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card,114.63,2292.6,No
CUST05623,Male,1,Yes,No,5,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,99.2,496.0,Yes
CUST05624,Male,0,No,No,32,No,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.75,856.0,Yes
CUST05625,Male,1,Yes,Yes,30,No,No,No,No internet service,No,No,No,Yes,No internet service,Two year,Yes,Credit card,43.78,1313.4,No
CUST05626,Male,0,No,Yes,26,No,No,No,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card,88.96,2312.96,Yes
CUST05627,Female,0,Yes,No,4,No,Yes,No,No,No,Yes,No internet service,No,No,Two year,No,Bank transfer,49.58,198.32,No
CUST05628,Female,0,No,Yes,67,No,No phone service,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,59.36,3977.12,Yes
CUST05629,Female,1,No,Yes,43,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,115.37,4960.91,No
CUST05630,Female,0,No,Yes,30,No,No,No,No internet service,No,Yes,No internet service,Yes,No internet service,Two year,No,Mailed check,28.63,858.9,Yes
CUST05631,Male,0,Yes,Yes,16,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,One year,No,Mailed check,106.12,1697.92,No
CUST05632,Female,0,No,Yes,71,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,25.03,1777.13,No
CUST05633,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,One year,Yes,Bank transfer,53.79,2097.81,Yes
CUST05634,Male,0,Yes,No,41,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,75.54,3097.14,No
CUST05635,Male,0,Yes,No,31,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,55.64,1724.84,No
CUST05636,Female,0,Yes,No,49,Yes,No,DSL,Yes,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,115.72,5670.28,No
CUST05637,Female,0,No,Yes,13,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,No,No,Month-to-month,No,Bank transfer,70.44,915.72,Yes
CUST05638,Male,0,No,No,41,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,93.38,3828.58,No
CUST05639,Female,0,No,Yes,28,Yes,No phone service,Fiber optic,No,No,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,90.21,2525.88,No
CUST05640,Female,0,Yes,No,64,No,No phone service,No,No internet service,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card,103.51,6624.64,No
CUST05641,Female,0,No,No,19,No,Yes,DSL,Yes,No,Yes,No internet service,No internet service,No internet service,Two year,No,Credit card,106.39,2021.41,No
CUST05642,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Credit card,66.63,4797.36,No
CUST05643,Male,0,Yes,No,25,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer,106.3,2657.5,No
CUST05644,Male,0,Yes,No,38,No,No,No,No internet service,Yes,No,Yes,No internet service,No,One year,Yes,Electronic check,85.34,3242.92,Yes
CUST05645,Male,0,No,No,3,No,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,88.61,265.83,No
CUST05646,Female,0,Yes,No,2,No,No phone service,No,No,No,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,37.32,74.64,Yes
CUST05647,Female,0,No,No,5,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,44.51,222.55,No
CUST05648,Female,0,No,No,61,Yes,Yes,DSL,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,88.77,5414.97,Yes
CUST05649,Female,0,No,No,20,Yes,Yes,No,No internet service,No,No,Yes,Yes,No internet service,One year,Yes,Electronic check,46.56,931.2,No
CUST05650,Female,0,Yes,Yes,38,No,No phone service,No,No internet service,Yes,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer,69.0,2622.0,Yes
CUST05651,Male,0,No,No,36,Yes,No,DSL,No internet service,Yes,No,No,No internet service,Yes,Two year,Yes,Mailed check,69.0,2484.0,Yes
CUST05652,Female,0,Yes,No,46,No,Yes,No,No,No,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,43.4,1996.4,No
CUST05653,Female,0,Yes,No,37,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,One year,Yes,Bank transfer,76.65,2836.05,No
CUST05654,Male,0,Yes,No,54,No,No phone service,No,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer,76.38,4124.52,No
CUST05655,Female,0,Yes,No,21,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,No internet service,No internet service,One year,No,Bank transfer,32.9,690.9,No
CUST05656,Male,1,No,No,21,No,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Two year,No,Bank transfer,58.11,1220.31,No
CUST05657,Male,0,No,Yes,70,No,No phone service,No,No,No internet service,No,Yes,No,Yes,Two year,No,Electronic check,56.58,3960.6,No
CUST05658,Male,0,No,No,60,No,Yes,DSL,No internet service,No,No internet service,No,No,Yes,Two year,No,Credit card,76.21,4572.6,No
CUST05659,Male,0,No,No,36,Yes,No,DSL,Yes,Yes,No,No,No internet service,No,Two year,Yes,Credit card,94.93,3417.48,Yes
CUST05660,Male,1,Yes,Yes,11,No,No,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer,21.82,240.02,Yes
CUST05661,Female,0,Yes,Yes,31,Yes,No phone service,DSL,No internet service,No,No,No,No internet service,No,Two year,No,Mailed check,33.26,1031.06,No
CUST05662,Male,0,Yes,No,37,No,Yes,No,No,Yes,No internet service,No internet service,No,No,One year,Yes,Electronic check,50.2,1857.4,No
CUST05663,Male,0,Yes,No,60,No,Yes,No,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,101.04,6062.4,Yes
CUST05664,Female,1,No,No,61,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card,68.05,4151.05,Yes
CUST05665,Female,1,No,Yes,67,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,71.09,4763.03,No
CUST05666,Male,1,Yes,Yes,29,No,Yes,DSL,No,No,No internet service,No,Yes,Yes,One year,Yes,Bank transfer,60.92,1766.68,Yes
CUST05667,Female,0,Yes,No,67,No,No,DSL,No internet service,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,61.51,4121.17,No
CUST05668,Female,0,Yes,No,71,No,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Two year,Yes,Electronic check,117.76,8360.96,Yes
CUST05669,Male,0,Yes,Yes,67,No,No phone service,No,No,Yes,No internet service,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,109.86,7360.62,No
CUST05670,Male,0,No,Yes,16,No,No phone service,No,Yes,No internet service,Yes,Yes,Yes,Yes,Two year,No,Electronic check,92.59,1481.44,No
CUST05671,Female,1,Yes,Yes,45,No,Yes,No,No internet service,Yes,No,Yes,No internet service,No internet service,One year,Yes,Credit card,52.41,2358.45,Yes
CUST05672,Male,0,No,Yes,34,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,One year,No,Credit card,71.37,2426.58,No
CUST05673,Male,0,No,No,44,No,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,88.94,3913.36,No
CUST05674,Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,59.46,2497.32,No
CUST05675,Male,0,Yes,Yes,35,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,72.45,2535.75,No
CUST05676,Male,0,No,No,30,Yes,No phone service,No,No internet service,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,34.57,1037.1,No
CUST05677,Male,0,No,Yes,53,No,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,29.36,1556.08,No
CUST05678,Male,0,Yes,No,58,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,Two year,No,Electronic check,36.73,2130.34,No
CUST05679,Male,0,No,Yes,28,No,No phone service,No,No,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Mailed check,95.57,2675.96,Yes
CUST05680,Female,0,Yes,No,15,Yes,Yes,DSL,No,No,No internet service,No,No internet service,No,Month-to-month,No,Credit card,39.0,585.0,Yes
CUST05681,Female,0,Yes,Yes,38,No,No,DSL,No,No,Yes,Yes,No internet service,No,Two year,Yes,Credit card,112.47,4273.86,No
CUST05682,Male,0,No,No,50,Yes,No,No,No internet service,No,No,No,No,No internet service,One year,Yes,Electronic check,56.85,2842.5,Yes
CUST05683,Female,0,No,No,13,No,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,36.9,479.7,No
CUST05684,Male,0,Yes,Yes,35,No,No,DSL,Yes,No internet service,No,Yes,Yes,Yes,Two year,No,Credit card,102.52,3588.2,No
CUST05685,Male,0,Yes,No,24,No,No phone service,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,65.66,1575.84,Yes
CUST05686,Male,0,No,No,65,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,58.85,3825.25,No
CUST05687,Male,0,No,Yes,18,Yes,Yes,No,No,No,Yes,No internet service,No,No,One year,No,Electronic check,52.95,953.1,Yes
CUST05688,Male,1,No,No,58,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No internet service,Yes,Two year,No,Credit card,53.05,3076.9,No
CUST05689,Female,1,No,No,26,No,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,One year,No,Mailed check,86.34,2244.84,No
CUST05690,Female,1,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,74.06,2147.74,No
CUST05691,Male,0,Yes,Yes,72,No,No phone service,No,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card,66.76,4806.72,Yes
CUST05692,Female,1,Yes,No,44,No,No,DSL,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Bank transfer,64.7,2846.8,No
CUST05693,Male,1,No,No,5,No,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,34.2,171.0,No
CUST05694,Female,1,No,No,33,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,102.79,3392.07,No
CUST05695,Male,0,Yes,No,5,No,No phone service,DSL,No,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer,112.68,563.4,No
CUST05696,Female,0,No,No,36,No,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,100.22,3607.92,No
CUST05697,Male,1,No,Yes,13,No,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,Yes,One year,Yes,Electronic check,65.13,846.69,No
CUST05698,Male,0,No,No,25,Yes,No phone service,No,No internet service,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,117.22,2930.5,Yes
CUST05699,Female,0,No,Yes,58,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Electronic check,81.86,4747.88,Yes
CUST05700,Female,1,No,Yes,2,No,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,97.41,194.82,Yes
CUST05701,Male,0,No,Yes,36,No,No phone service,No,No internet service,No,Yes,No,Yes,No,One year,No,Mailed check,94.12,3388.32,No
CUST05702,Female,0,Yes,Yes,25,Yes,No phone service,No,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,90.78,2269.5,No
CUST05703,Male,0,Yes,No,34,No,No phone service,No,No internet service,Yes,Yes,No,No internet service,No,One year,Yes,Credit card,84.2,2862.8,Yes
CUST05704,Female,1,Yes,No,12,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer,41.16,493.92,Yes
CUST05705,Female,0,Yes,No,19,No,No phone service,No,No internet service,Yes,Yes,No,Yes,No internet service,One year,Yes,Bank transfer,49.45,939.55,Yes
CUST05706,Male,0,No,Yes,37,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,108.67,4020.79,No
CUST05707,Female,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,No,Electronic check,38.0,38.0,Yes
CUST05708,Female,0,Yes,No,60,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,35.2,2112.0,No
CUST05709,Male,0,Yes,Yes,67,No,No phone service,DSL,No,Yes,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,48.42,3244.14,No
CUST05710,Female,1,Yes,No,49,No,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Credit card,56.25,2756.25,No
CUST05711,Male,1,No,Yes,46,Yes,Yes,No,No,No internet service,No,No,No,Yes,Two year,No,Bank transfer,75.31,3464.26,No
CUST05712,Male,0,No,Yes,48,Yes,No,No,Yes,Yes,No,No internet service,Yes,No internet service,Two year,No,Mailed check,80.55,3866.4,No
CUST05713,Male,0,Yes,Yes,68,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,99.07,6736.76,Yes
CUST05714,Male,0,Yes,Yes,19,No,No,No,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,27.34,519.46,No
CUST05715,Male,0,No,Yes,40,Yes,No,No,No internet service,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,40.82,1632.8,No
CUST05716,Female,0,No,Yes,6,No,No,DSL,Yes,No,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,70.52,423.12,No
CUST05717,Male,1,Yes,Yes,63,Yes,No,No,Yes,No internet service,Yes,No internet service,No,Yes,One year,Yes,Electronic check,45.08,2840.04,Yes
CUST05718,Male,1,No,No,35,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Mailed check,107.35,3757.25,No
CUST05719,Female,0,No,No,72,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,84.02,6049.44,No
CUST05720,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Two year,No,Bank transfer,69.02,4210.22,Yes
CUST05721,Female,0,No,Yes,5,No,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer,20.04,100.2,Yes
CUST05722,Male,0,Yes,No,37,No,No,No,No,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,105.86,3916.82,Yes
CUST05723,Male,0,Yes,Yes,11,Yes,Yes,No,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.09,726.99,Yes
CUST05724,Male,1,No,No,40,No,No phone service,DSL,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer,73.14,2925.6,Yes
CUST05725,Female,1,No,No,65,No,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,No,Credit card,89.83,5838.95,No
CUST05726,Male,0,No,No,8,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,113.75,910.0,Yes
CUST05727,Female,1,No,No,11,Yes,No,No,No,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,35.82,394.02,Yes
CUST05728,Male,0,No,No,71,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,27.12,1925.52,Yes
CUST05729,Female,0,No,Yes,58,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,32.19,1867.02,No
CUST05730,Male,0,Yes,Yes,48,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Electronic check,94.07,4515.36,No
CUST05731,Male,0,No,No,13,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,32.93,428.09,No
CUST05732,Male,1,Yes,Yes,60,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,No,Two year,No,Electronic check,70.1,4206.0,No
CUST05733,Female,0,No,No,49,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,90.65,4441.85,No
CUST05734,Female,0,No,Yes,67,No,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,91.28,6115.76,No
CUST05735,Male,0,No,Yes,7,No,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,One year,Yes,Credit card,60.64,424.48,No
CUST05736,Male,0,No,Yes,25,Yes,No,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,One year,No,Bank transfer,89.86,2246.5,No
CUST05737,Male,0,No,Yes,23,No,No,No,No internet service,No,No,Yes,No,No internet service,Two year,No,Electronic check,115.0,2645.0,Yes
CUST05738,Female,0,Yes,Yes,51,No,No,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,22.8,1162.8,No
CUST05739,Male,0,Yes,Yes,47,No,No,DSL,No internet service,No,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,87.14,4095.58,No
CUST05740,Male,0,Yes,Yes,5,No,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,72.26,361.3,Yes
CUST05741,Male,0,No,Yes,13,No,No phone service,No,No internet service,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card,41.26,536.38,No
CUST05742,Male,0,No,No,42,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,No,Electronic check,50.77,2132.34,No
CUST05743,Female,0,No,No,5,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,No,One year,Yes,Bank transfer,103.72,518.6,No
CUST05744,Female,0,Yes,Yes,23,No,No phone service,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,One year,Yes,Electronic check,78.69,1809.87,No
CUST05745,Male,1,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Two year,No,Electronic check,21.45,1329.9,No
CUST05746,Male,0,No,Yes,1,Yes,Yes,DSL,No,No,No,No internet service,No internet service,No,Two year,Yes,Mailed check,116.54,116.54,No
CUST05747,Female,0,Yes,No,54,Yes,No,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Electronic check,86.62,4677.48,Yes
CUST05748,Female,0,No,Yes,72,No,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No internet service,One year,No,Electronic check,64.26,4626.72,No
CUST05749,Male,0,No,Yes,3,No,No phone service,No,No,No internet service,Yes,Yes,Yes,No internet service,One year,No,Bank transfer,91.23,273.69,Yes
CUST05750,Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Credit card,40.46,2589.44,No
CUST05751,Female,0,Yes,No,51,No,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,46.05,2348.55,No
CUST05752,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No,Two year,No,Credit card,35.21,70.42,Yes
CUST05753,Female,0,Yes,Yes,49,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Credit card,59.71,2925.79,No
CUST05754,Female,0,No,No,31,No,No,No,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,110.47,3424.57,Yes
CUST05755,Male,0,No,Yes,3,Yes,No,DSL,No internet service,No,No,No,No,Yes,One year,Yes,Mailed check,58.86,176.58,No
CUST05756,Male,0,Yes,No,35,No,No,DSL,No internet service,No,No,No internet service,Yes,Yes,One year,No,Electronic check,48.81,1708.35,Yes
CUST05757,Female,0,Yes,Yes,36,Yes,Yes,No,No,No internet service,No,No internet service,No internet service,No,One year,No,Electronic check,90.36,3252.96,No
CUST05758,Male,0,Yes,Yes,64,Yes,No phone service,No,Yes,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer,106.96,6845.44,No
CUST05759,Female,0,Yes,Yes,32,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No,No,One year,Yes,Electronic check,44.42,1421.44,No
CUST05760,Male,0,No,No,18,No,Yes,DSL,Yes,Yes,No,No,No internet service,No,Two year,Yes,Mailed check,100.79,1814.22,Yes
CUST05761,Female,0,No,Yes,34,Yes,No,DSL,No,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,50.48,1716.32,Yes
CUST05762,Male,0,No,Yes,56,Yes,No phone service,No,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Electronic check,44.73,2504.88,No
CUST05763,Female,0,No,Yes,67,Yes,No phone service,DSL,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,67.3,4509.1,No
CUST05764,Female,1,No,No,53,No,No,No,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Credit card,26.67,1413.51,Yes
CUST05765,Female,0,No,Yes,67,No,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,106.22,7116.74,No
CUST05766,Male,0,No,Yes,66,No,No,No,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,107.43,7090.38,No
CUST05767,Male,0,Yes,Yes,64,No,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer,87.74,5615.36,Yes
CUST05768,Female,0,No,Yes,67,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card,50.29,3369.43,No
CUST05769,Female,0,Yes,No,39,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card,36.67,1430.13,No
CUST05770,Male,0,Yes,Yes,38,Yes,No phone service,No,Yes,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Mailed check,89.88,3415.44,No
